,UUID,CREATE_TIME,UPDATE_TIME,SENDER,MESSAGE,SEND_TIME,GROUP_NAME,GROUP_ID,labels
10314,cab5da0c-c97a-4819-98e7-4a1bd6fa71d4,2023/2/1 18:34:01,,15743,[好的我试下，thx],2022-08-05 09:02:31,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10499,4ee64b9f-597a-41a5-96ca-aff37395b7c3,2023/2/1 18:34:03,,15743,[成功了],2022-08-05 09:03:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10315,fbc46331-f1d4-4ee6-837a-8e0fbd39ff15,2023/2/1 18:34:01,,15580,"[期待着，期待着，清凉一夏活动来啦, 
今天下午15:00-17:00，四号楼4楼连廊（阶梯教室旁），等你来玩哦~
,    巧乐兹、可爱多......还有限量梦龙香草等你畅吃~
,    莫吉托、桃桃乌龙、茉香奶绿等多款饮品DIY指南等你实践，动动手指给自己来一杯夏日特调
,   薰衣草、玫瑰、艾草多款香型等你Pick！ 送自己一份夏日精美香包吧！]",2022-08-05 09:15:16,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7569,62f1b9ee-5df9-49d3-974f-d7bd99995cf2,2023/2/1 18:34:06,,15580,[14978489612070646821.jpg],2022-08-05 09:15:21,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10500,cf1fe837-aff2-47e4-857f-e1cfdfe0c3d4,2023/2/1 18:34:03,,20277,[想问一下这个邮件本身应该不是钓鱼邮件吧？如果这是攻击者发的我估计多半会中招。。],2022-08-05 12:31:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10463,97084c7a-edc4-439a-91d8-34f8c5951819,2023/2/1 18:34:01,,20277,[screen_shot_1659673198185.png],2022-08-05 12:31:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10501,d719b495-274c-4d58-8640-9201ac412759,2023/2/1 18:34:03,,6044,[不是钓鱼],2022-08-05 13:04:06,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10464,ca8448a3-702c-441d-943c-6059fb45a145,2023/2/1 18:34:01,,15212,[请问铃客问题找哪位老师？],2022-08-05 13:40:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7570,90d6df8d-51cc-4a3c-b9a7-e646fcabdbb5,2023/2/1 18:34:07,,15754,[王老师找下【铃客服务】],2022-08-05 13:42:48,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10493,d2251305-c480-4d0c-997e-fb592830d562,2023/2/1 18:34:03,,15580,[清凉一夏活动提前开始～欢迎大家来玩],2022-08-05 13:51:08,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10465,723cb9cb-e4ec-45ed-b158-3c4e8c1d9937,2023/2/1 18:34:01,,15580,[17961841178470683800.jpg],2022-08-05 13:53:04,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10466,59c89c73-76a1-4dc2-85f1-627cdc74c289,2023/2/1 18:34:01,,15580,[9163798333652554889.jpg],2022-08-05 14:05:46,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10467,1fdb3504-f6ef-415f-8f99-35b4c3ba699e,2023/2/1 18:34:01,,15207,"[今天下午四点的【技术提升培训】由赵岩、张梦溪为大家带来PaaS平台服务市场及接入指南。
欢迎各位老师和开发商伙伴交流指导！腾讯会议 ID：877-4159-0460，密码：2022]",2022-08-05 15:35:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7571,45b3229f-990a-4153-bd59-b8ba098a2787,2023/2/1 18:34:07,,15207,[clipbord_1659684932778.png],2022-08-05 15:35:52,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10472,17193f46-0f8c-455d-99eb-4e2dcdfa0bf1,2023/2/1 18:34:02,,15580,[清凉一夏活动快要结束啦，大家快来哈],2022-08-05 16:57:02,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7574,8aa53d46-46d0-4331-bb7b-56135e420bb3,2023/2/1 18:34:07,,15580,"[清凉一夏活动已经全部结束啦，多的冷饮放在楼层茶歇处的冰箱啦～, 感谢大家的支持～]",2022-08-05 17:57:50,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7575,3aaa703f-ec68-4e17-aecc-b0401890b298,2023/2/1 18:34:08,,19174,[请教一下，云桌面账户暂时锁定，要多久才能恢复],2022-08-06 12:45:20,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7562,47d7bfef-1192-459f-9b0e-28ce679118be,2023/2/1 18:34:06,,19174,[18048839804748415669.jpg],2022-08-06 12:45:23,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7564,fe8ae70b-f7d4-4f34-8b24-3e96b9b8bcfd,2023/2/1 18:34:06,,18765,"[“请教一下，云桌面账户暂时锁定，要多久才能恢复”
------
, 您好，可以联系陈兰洪老师]",2022-08-06 12:51:02,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7563,24fa2b96-2e63-43e9-a74d-0e2b505b8f50,2023/2/1 18:34:06,,19174,[谢谢],2022-08-06 12:52:12,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7576,aa4116cb-dafe-4a9e-861f-43bdd9157593,2023/2/1 18:34:08,,11041,[@所有人 【南京高低风险地区人员情况填报】因南京有高、低风险区，请涉及高低风险地区的同学于今天下午5点前完成人员情况填报，不涉及高低风险地区的不需要填报，谢谢！备注：鼓楼区凤凰街道曲水文华苑小区（凤凰东街52号）划定为高风险区，鼓楼区凤凰街道除高风险区以外的其他区域、江东街道划定为低风险区。 填报链接详见部门微信群。],2022-08-07 15:10:12,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7577,f4b2732d-b28a-4034-9f05-720549fba44a,2023/2/1 18:34:08,,11041,[28507086055162982.jpg],2022-08-07 15:10:34,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7566,e9fb1695-4fd0-4dec-a0c2-7afeb9922532,2023/2/1 18:34:06,,16420,[部门微信群已满无法加入，麻烦给下链接吧],2022-08-07 16:44:18,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7565,99b77230-39bd-40a4-8238-3f94939ce7e1,2023/2/1 18:34:06,,11041,[我单独联系你],2022-08-07 17:08:50,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7578,b97130ed-bc88-439f-b884-c832c104642c,2023/2/1 18:34:08,,11410,[桌面是有什么调整吗，我的office文件全部默认都是wps打开了，右键菜单也没有办法选择excel、word微软的office来打开，这是部门强制要求全部用wps？],2022-08-07 19:23:47,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7579,62a12882-a903-4f4a-a3f2-ad0320460ee5,2023/2/1 18:34:08,,15594,[本周公司安全情报监测发现，金山WPS Office软件存在0day高危漏洞。为此，hw联络组于8月4日下午发送了漏洞预警邮件，并于周五晚推送了静默升级。WPS完成推送升级后，存在部分桌面默认打开方式被修改为WPS的问题，如需恢复文档默认打开方式为Microsoft Office，请从系统“应用和功能”或“华泰证券-终端管家”-“软件管理”-“软件卸载”中将WPS进行卸载。卸载后如需重新安装WPS，可通过“华泰证券-终端管家”-“软件管理”-“软件中心”获取公司授权版本。],2022-08-07 20:23:13,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7567,cf66a203-94e3-4d21-8e56-37f77df4b96b,2023/2/1 18:34:06,,11410,[OK],2022-08-07 20:40:08,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7736,e0fc7b3e-a74c-41b8-ba4e-bf573ca399ba,2023/2/1 18:34:09,,15743,[请问wifi登录云桌面的限制，今天解除了吗？还是登不上],2022-08-08 09:03:57,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
10086,ba5a2797-e54c-448f-9489-c7db6cb13475,2023/2/1 18:33:55,,11152,[各位同事好：出于网络安全实战演习需要，云端学院临时关停1天维护升级，将于8月9日（周二）9:00恢复，届时PC端、移动端（含原版本和先锋版）都可使用，请知悉。],2022-08-08 09:06:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10087,ee6e4ab9-42de-47a5-ae10-6dfacf4bf257,2023/2/1 18:33:55,,18765,[云桌面没有做wifi访问方式的限制，私聊],2022-08-08 09:09:28,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10088,295a433a-519b-4943-bee4-84a620d7b429,2023/2/1 18:33:55,,3097,[请问 软件管家 WPS 手工升级 下载不了，有其他办法手工升级吗？],2022-08-08 09:10:44,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7737,ec9755eb-37dd-40f4-ba81-ee3ad6c5f970,2023/2/1 18:34:09,,6044,[联系曲李虎看一下],2022-08-08 09:11:58,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10089,86b80faa-d66e-4e31-985d-ecd440f6a5bb,2023/2/1 18:33:55,,3097,[好],2022-08-08 09:12:08,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10090,ff4032e6-fcb2-4c04-8362-c8cb1ef50dcb,2023/2/1 18:33:55,,6037,[@赵国念  老赵，私聊你了了],2022-08-08 09:13:43,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10091,90b5ae93-5eea-4a13-85c9-8f48f88ceba0,2023/2/1 18:33:55,,19971,[f17ac9162d7a04c7eb0e1452312dd8f0.jpg],2022-08-08 09:17:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10092,86cd9989-f5c9-48c6-b1d8-bff4999bbc05,2023/2/1 18:33:55,,19971,[云桌面这样了],2022-08-08 09:17:48,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10093,d0f6af67-fee6-46cb-b99e-38f6e2eb0ef4,2023/2/1 18:33:55,,18765,[【自有员工桌面24小时热线】4008775995 ],2022-08-08 09:18:03,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7741,bea078b7-0a4f-48c3-903d-9562fe1636d4,2023/2/1 18:34:10,,19971,[可以联系哪位老师],2022-08-08 09:18:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7742,bb90c5a9-1a83-4506-aeed-39d457bf8fd1,2023/2/1 18:34:10,,16344,[我之前也遇到过，重启了下盒子好的],2022-08-08 09:18:09,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7738,1ff39a4b-a9bc-42fc-bdf5-be62088bd6cc,2023/2/1 18:34:09,,19971,[强制重启了],2022-08-08 09:18:20,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7739,16e9d7bf-61b5-4057-bb53-24fc92508bc6,2023/2/1 18:34:09,,19971,[还是这样的],2022-08-08 09:18:29,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7743,e0138d15-3382-45e1-bd13-c8adeb0fa47b,2023/2/1 18:34:10,,18765,[您好，可以拨打【自有员工桌面24小时热线】4008775995 ],2022-08-08 09:19:18,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10094,b71a28de-17a8-4694-9297-83e8b08049f0,2023/2/1 18:33:55,,16344,[那你的桌面比较顽固],2022-08-08 09:19:24,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7744,898068e4-1cc1-4695-ad45-753d25076678,2023/2/1 18:34:10,,19971,[我也觉得],2022-08-08 09:20:32,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7745,06ee3196-0ca9-4976-8772-5a50810bdb92,2023/2/1 18:34:10,,19971,[需要后台重启],2022-08-08 09:20:46,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7740,2b98a2fb-01a4-4bc2-a682-04fd75eb9ed7,2023/2/1 18:34:09,,19523,[企业云盘一直在转圈，],2022-08-08 10:09:47,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7746,805d6941-e719-4570-958c-0e76e3371faf,2023/2/1 18:34:10,,19523,[clipbord_1659924585424.png],2022-08-08 10:09:48,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7747,561a24f0-d87b-49b9-9245-a9f3e2bffead,2023/2/1 18:34:10,,19194,[云桌面突然不能动了，鼠标能动，但点击什么都没反应],2022-08-08 10:57:43,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7748,0a399099-1418-4b3e-a327-3f001e484f2a,2023/2/1 18:34:10,,18765,[【自有员工桌面24小时热线】4008775995 ],2022-08-08 10:59:03,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10100,d4290a79-6f47-4481-9947-c3722bbdaecc,2023/2/1 18:33:56,,1164,"[吉山机房园区物业通知：
1.园区目前按南京市最新防疫要求，并结合园区实际情况从严执行，进入园区一律按行程码显示判断；
2.抵宁后：高风险地区7天5检（集中隔离），中风险地区7天三检（居家隔离），低风险地区3天2检（流动）；
3.鉴于目前国内多省市出现了新一轮疫情爆发，凡是外部进入人员除疫情中高风险地区外的其它地区都需提供近48小时核酸阴性检测报告。]",2022-08-08 11:13:56,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10075,aa72f37d-07a9-409f-9eb2-894260a3578d,2023/2/1 18:33:54,,10480,"[ 电信上门服务预通知
1.办理内容：电信老用户续约（也可新办号）                      
2.办理时间：8月10日-8月12日（本周三-周五）9:30~16:30
3.办理地点：华泰证券4号楼4楼连廊
4.需携带：员工本人身份证 + 工作证                                    
业务咨询：
工作日8:30-11:30、14:30-17:00
电信服务经理：左倩，18900662213。]",2022-08-08 12:22:35,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7580,6bb88e34-c533-4896-b055-514b8c065328,2023/2/1 18:34:08,,19345,[有没有同事借用了4号楼3层洗手间对面桌子上的手机线？],2022-08-08 12:38:50,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7581,af7da691-9327-4ca4-8951-6c48eec38d0c,2023/2/1 18:34:08,,20439,[b7fea82ef4043cf1a4e5cab298e93270.jpg],2022-08-08 13:29:54,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10076,a665b92e-a612-4428-93eb-5c0fe88392eb,2023/2/1 18:33:54,,20439,[请问同事的手机铃客登不上，报这个错是什么原因？该找哪位老师呢？],2022-08-08 13:30:08,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7582,5fb7a9c1-4b84-4b2e-baf5-8db90886e56d,2023/2/1 18:34:08,,16446,群聊,2022-08-08 13:40:04,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7583,89467498-8668-495f-ad34-7784695e63c8,2023/2/1 18:34:08,,16446,"[“ 请问同事的手机铃客登不上，报这个错是什么原因？该找哪位老师呢？ ”
------
,  可以参考一下这个历史消息的操作方式]",2022-08-08 13:40:34,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10077,44427396-6f5e-4707-a8d3-bce31be9bd64,2023/2/1 18:33:54,,20439,[嗷嗷，好的，感谢～],2022-08-08 13:45:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7728,3896503d-ad5f-4a33-a82a-ed79e071e5f6,2023/2/1 18:34:08,,19986,[请问发送邮件对接 是找哪位老师?],2022-08-08 14:16:07,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
7729,9bb0bf2c-a10f-40c6-b133-e1e4d7209170,2023/2/1 18:34:08,,6048,[联系我这边],2022-08-08 14:18:13,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10078,228f9e91-ffe4-4b28-a0c8-67e481759e1b,2023/2/1 18:33:54,,19986,[好的，私你了],2022-08-08 14:20:22,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7730,92031cd8-2d26-4542-857a-d1fdc0d601e3,2023/2/1 18:34:09,,15339,[请问统一技术服务台是哪位老师负责？],2022-08-08 14:40:37,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
10079,fbb7852c-bffa-41d3-ae94-3b5c869e5475,2023/2/1 18:33:54,,13024,"[“ 请问统一技术服务台是哪位老师负责？ ”
------
,  孙老师，我来联系您]",2022-08-08 14:41:21,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7731,0f269c5b-5528-473a-8c67-3ccdcb63057a,2023/2/1 18:34:09,,19915,[铃客手机版连不上网咋整],2022-08-08 15:16:23,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
10080,93422218-a147-4c1c-9522-c5ce653df157,2023/2/1 18:33:54,,6044,群聊,2022-08-08 15:17:17,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10081,fa415d01-7979-4ee0-939f-3cda8c002f5f,2023/2/1 18:33:54,,19915,[好的 谢谢],2022-08-08 15:34:47,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7732,fc6896f4-cf52-4d79-8989-4a87853899a1,2023/2/1 18:34:09,,11041,"[ 【8月9日（明天）下午华泰证券广场核酸检测专场温馨提醒】
核酸检测地点：华泰证券广场3号楼1楼职工之家
核酸检测时间：明天下午13：30-16：00
时间安排：13：30-14：15（信息技术部），其余各单位请于14：15-16：00前往。
注意事项：
1、请提前下载我的南京APP，注册成功后进入首页：城市--核酸检测--身份码，现场直接扫码进行检测。
2、人员健康码为绿码。
3、如接种疫苗不满48小时，请勿进行核酸检测！
4、请大家有序前往，戴好口罩，检测全过程须与他人保持安全距离。
感谢大家对公司防疫工作的支持！]",2022-08-08 16:34:05,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
10083,5e860e8d-320b-429d-8329-18a1574e28d8,2023/2/1 18:33:55,,19779,[clipbord_1659952015710.png],2022-08-08 17:47:07,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7734,dfa9a353-306b-4a42-8148-273b8bfa379d,2023/2/1 18:34:09,,19779,[云桌面一直转转转进不去],2022-08-08 17:47:18,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7735,7b6f37f1-8179-4eca-a245-f79c6ebcef3d,2023/2/1 18:34:09,,19779,[还没到输密码环节],2022-08-08 17:47:24,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7733,2e4add4c-d91f-4063-8890-0571d84da44e,2023/2/1 18:34:09,,19779,[screen_shot_1659952081710.png],2022-08-08 17:48:04,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7560,8f111049-a39b-4f95-b05d-e101263b7d21,2023/2/1 18:34:06,,19890,[ 吴老师，打热线电话，【自有员工桌面24小时热线】4008775995],2022-08-08 17:50:37,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7561,fb5d76a0-5427-4817-87e5-8917e75605fa,2023/2/1 18:34:06,,19779,[好的谢谢],2022-08-08 17:50:51,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8489,fad58502-5da6-4662-b87d-5422497de482,2023/2/1 18:34:26,,20406,[请问下云桌面一直显示会话连接超时要怎么办吗],2022-08-09 09:02:36,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8490,058f368b-b283-4a71-9e30-c9a2c99b6e10,2023/2/1 18:34:26,,18765,[【自有员工桌面24小时热线】4008775995 ],2022-08-09 09:03:21,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7949,385be0d3-7673-415a-948a-45d6e9204d4f,2023/2/1 18:34:18,,20406,[ 好的，谢谢],2022-08-09 09:05:58,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8491,0bedbe97-b069-4a66-ab3f-0cc8b7fce69c,2023/2/1 18:34:26,,20321,[请问下，现在github 不让访问了吗？],2022-08-09 09:26:55,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8292,29a6261f-20f1-435b-b4aa-0668ff603bc2,2023/2/1 18:34:22,,20266,[wiki现在也一直提示用户名密码错误],2022-08-09 09:27:19,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7950,0d0f1afb-f8b9-4a9f-96ed-fb2dcd76a2dc,2023/2/1 18:34:18,,20809,[请问下，绩效管理平台不能登录的话，该咨询哪位老师呀？谢谢],2022-08-09 09:31:45,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8293,f9abf53f-5a6e-47ad-98b6-359fc9ea4838,2023/2/1 18:34:22,,20809,[clipbord_1660008704650.png],2022-08-09 09:31:47,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8294,e4bb4da4-94ff-46f3-8cc7-a4b2f817690a,2023/2/1 18:34:22,,15335,"[“wiki现在也一直提示用户名密码错误”
------
, 我联系你]",2022-08-09 09:32:09,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8295,90abefd2-dbc5-4ab8-83df-a39ee38e4257,2023/2/1 18:34:22,,15335,"[“请问下，现在github 不让访问了吗？”
------
, 唐老师，是gitlab还是gitlab hub]",2022-08-09 09:33:39,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8296,1186123e-5feb-4c0c-b076-a5d88acd6f48,2023/2/1 18:34:22,,20321,[外网的GitHub],2022-08-09 09:35:45,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7951,0ac13eff-e8b3-435e-bd69-9a3716088e2a,2023/2/1 18:34:18,,11048,[gitee 也访问不了，麻烦一并看下啊],2022-08-09 09:37:18,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8297,cf53437e-c407-41e5-b05d-c90848704acb,2023/2/1 18:34:22,,12134,[HTSC wifi 还没开放吗],2022-08-09 09:39:13,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7952,97996061-dceb-4a40-91c3-b5b23fda6e4e,2023/2/1 18:34:18,,6494,[HTSC昨晚9点已经开放了],2022-08-09 09:40:21,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8492,2720ee1d-ba65-431a-a4a7-310c9d7e9133,2023/2/1 18:34:26,,11690,[铃客客户端打开咪咕表单链接，默认到浏览器打开&报如下提醒，请问可以联系哪位老师处理哈，thx],2022-08-09 09:42:52,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8298,5135ed66-c563-405a-961f-6e85892822cb,2023/2/1 18:34:22,,11690,[clipbord_1660009373077.png],2022-08-09 09:42:54,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8299,3a57e84c-1ea0-460e-81b8-165802eca4be,2023/2/1 18:34:22,,16897,[老师我我私聊您],2022-08-09 09:45:57,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8493,eedd056e-1dcb-448d-9a8a-561d52bd06e9,2023/2/1 18:34:26,,16885,[请问it资源管理平台是哪位老师负责呢],2022-08-09 10:41:19,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8300,2dec3ec4-c446-4e60-b617-ff7b1efb71b2,2023/2/1 18:34:22,,11329,"[“请问it资源管理平台是哪位老师负责呢”
------
, 联系周鹏飞老师]",2022-08-09 10:42:15,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7953,e935c4b9-2e6c-40c5-adc7-d47b206cb75f,2023/2/1 18:34:19,,16885,[好哒],2022-08-09 10:42:25,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8301,7125017c-c1d1-493a-ae9e-37d839d618e6,2023/2/1 18:34:22,,16344,[请教一下，周末云桌面自动重启后，把我电脑的office文件自动打开方式调整成了wps，请问在哪里可以调整回来呢~（我选择单个excel文件打开方式的时候，会提示如下报错，word和ppt正常）],2022-08-09 10:50:40,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8302,b05bdc6c-254a-4ae5-9dfc-c4d318955bc1,2023/2/1 18:34:22,,16344,[screen_shot_1660013414626.png],2022-08-09 10:50:40,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
7954,c0e1e410-2578-4415-9b88-47061bb6d29f,2023/2/1 18:34:19,,13490,"[“请教一下，周末云桌面自动重启后，把我电脑的office文件自动打开方式调整成了wps，请问在哪里可以调整回来呢~（我选择单个excel文件打开方式的时候，会提示如下报错，word和ppt正常）”
------
, 直接卸载WPS]",2022-08-09 10:51:15,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8494,6f630446-9bfd-43ba-ac5b-0a7bf3fc48e8,2023/2/1 18:34:26,,16344,[我没有安装过wps。。。],2022-08-09 10:51:30,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8495,864c3c91-57a3-48ee-8683-4dea8010f72b,2023/2/1 18:34:26,,13490,[安全修复WPS漏洞的时候自动安装了],2022-08-09 10:51:58,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
8303,e75394bc-519e-474f-978e-cf54ffd202ed,2023/2/1 18:34:22,,16344,[soga，我操作一下，谢谢~~],2022-08-09 10:52:13,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8304,9ed4861a-caed-4b0b-a260-e1517861690f,2023/2/1 18:34:22,,19005,[可以了],2022-08-09 10:52:36,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,0
8496,164c2655-fa59-435d-85e9-893bbae33764,2023/2/1 18:34:26,,19762,[请教一下，开发商同事注册蓝湖无法收到邮件，这个如何解决],2022-08-09 11:11:56,,MTk3MDMyNTA4NDExOTkwMVRW_kycxkxMrPW6oP9Ekuo,1
